game_id,game_date,season,home_team,away_team,home_lineup_status,away_lineup_status,home_lineup_players_count,away_lineup_players_count,home_top4_batters_available,away_top4_batters_available,home_missing_key_batters_count,away_missing_key_batters_count,home_lineup_obp_proxy,away_lineup_obp_proxy,home_lineup_slg_proxy,away_lineup_slg_proxy,home_lineup_strength_score,away_lineup_strength_score,home_lineup_downgrade_score,away_lineup_downgrade_score,lineup_data_quality,lineup_warnings
,,,,,missing,missing,0,0,0,0,4,4,,,,,0.0,0.0,0.85,0.85,missing,Lineup data unavailable before this game. | Home lineup remains missing because no safe pre-game batting proxy was available. | Away lineup remains missing because no safe pre-game batting proxy was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,missing,missing,0,0,0,0,4,4,,,,,0.0,0.0,0.85,0.85,missing,Lineup data unavailable before this game. | Home lineup remains missing because no safe pre-game batting proxy was available. | Away lineup remains missing because no safe pre-game batting proxy was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,missing,missing,0,0,0,0,4,4,,,,,0.0,0.0,0.85,0.85,missing,Lineup data unavailable before this game. | Home lineup remains missing because no safe pre-game batting proxy was available. | Away lineup remains missing because no safe pre-game batting proxy was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,missing,missing,0,0,0,0,4,4,,,,,0.0,0.0,0.85,0.85,missing,Lineup data unavailable before this game. | Home lineup remains missing because no safe pre-game batting proxy was available. | Away lineup remains missing because no safe pre-game batting proxy was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,missing,missing,0,0,0,0,4,4,,,,,0.0,0.0,0.85,0.85,missing,Lineup data unavailable before this game. | Home lineup remains missing because no safe pre-game batting proxy was available. | Away lineup remains missing because no safe pre-game batting proxy was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.252,0.254,0.337,0.34,0.1703,0.1897,0.9297,0.9103,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.252,0.253,0.337,0.338,0.1662,0.1758,0.9338,0.9242,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.251,0.256,0.335,0.343,0.1588,0.2072,0.9412,0.8928,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.253,0.25,0.339,0.334,0.1795,0.1505,0.9205,0.9495,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.256,0.251,0.344,0.335,0.215,0.157,0.885,0.943,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.256,0.254,0.343,0.34,0.2077,0.1883,0.8923,0.9117,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.256,0.257,0.343,0.345,0.2082,0.2178,0.8918,0.8822,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.254,0.25,0.34,0.334,0.1873,0.1487,0.9127,0.9513,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.258,0.254,0.347,0.341,0.2293,0.1907,0.8707,0.9093,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.251,0.256,0.335,0.343,0.1588,0.2072,0.9412,0.8928,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.255,0.25,0.341,0.333,0.1952,0.1468,0.9048,0.9532,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.252,0.251,0.337,0.336,0.1698,0.1602,0.9302,0.9398,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.25,0.252,0.334,0.337,0.1523,0.1717,0.9477,0.9283,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.254,0.25,0.34,0.334,0.1873,0.1487,0.9127,0.9513,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.253,0.254,0.339,0.341,0.1842,0.1938,0.9158,0.9062,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.253,0.254,0.339,0.34,0.1782,0.1878,0.9218,0.9122,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.256,0.257,0.343,0.345,0.2082,0.2178,0.8918,0.8822,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.251,0.259,0.335,0.348,0.1593,0.2367,0.9407,0.8633,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.257,0.252,0.345,0.337,0.2192,0.1708,0.8808,0.9292,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.254,0.256,0.341,0.344,0.1943,0.2137,0.9057,0.8863,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.263,0.25,0.354,0.333,0.2777,0.1423,0.8223,0.9577,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.25,0.261,0.335,0.352,0.1538,0.2602,0.9462,0.8398,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.257,0.254,0.345,0.341,0.2215,0.1925,0.8785,0.9075,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.261,0.261,0.352,0.352,0.264,0.264,0.836,0.836,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.254,0.259,0.34,0.348,0.1888,0.2372,0.9112,0.8628,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.257,0.254,0.345,0.341,0.2215,0.1925,0.8785,0.9075,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.26,0.256,0.35,0.343,0.2473,0.2087,0.8527,0.8913,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.25,0.254,0.334,0.34,0.1487,0.1873,0.9513,0.9127,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.259,0.257,0.348,0.345,0.2377,0.2183,0.8623,0.8817,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.254,0.252,0.34,0.337,0.1897,0.1703,0.9103,0.9297,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.25,0.261,0.335,0.352,0.1538,0.2602,0.9462,0.8398,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.256,0.26,0.344,0.351,0.2147,0.2533,0.8853,0.8467,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.254,0.258,0.341,0.347,0.1907,0.2293,0.9093,0.8707,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.265,0.251,0.357,0.336,0.2957,0.1603,0.8043,0.9397,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.27,0.253,0.366,0.34,0.3492,0.1848,0.7508,0.9152,low,Projected lineup uses limited early-season team offense history. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.258,0.262,0.347,0.354,0.2317,0.2745,0.8683,0.8255,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.26,0.253,0.35,0.339,0.2502,0.1815,0.8498,0.9185,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.259,0.256,0.349,0.344,0.2432,0.2123,0.8568,0.8877,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.254,0.258,0.34,0.348,0.1875,0.2348,0.9125,0.8652,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.262,0.254,0.353,0.34,0.2685,0.189,0.8315,0.911,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.253,0.266,0.339,0.36,0.1833,0.315,0.9167,0.785,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.268,0.254,0.362,0.341,0.3253,0.1948,0.7747,0.9052,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.252,0.258,0.337,0.347,0.1672,0.2332,0.9328,0.8668,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.265,0.261,0.358,0.352,0.3008,0.2607,0.7992,0.8393,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.271,0.264,0.368,0.356,0.363,0.2867,0.737,0.8133,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.261,0.25,0.352,0.333,0.2598,0.141,0.8402,0.959,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.257,0.266,0.345,0.359,0.2188,0.3072,0.8812,0.7928,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.25,0.262,0.333,0.353,0.1428,0.2672,0.9572,0.8328,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.259,0.252,0.348,0.338,0.2363,0.1742,0.8637,0.9258,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.265,0.261,0.358,0.351,0.2998,0.2557,0.8002,0.8443,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.262,0.255,0.353,0.341,0.2682,0.1963,0.7318,0.8037,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.253,0.267,0.338,0.361,0.1752,0.3192,0.8248,0.7808,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.264,0.26,0.356,0.349,0.287,0.2465,0.813,0.8535,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.268,0.253,0.363,0.339,0.3293,0.1822,0.7707,0.9178,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.254,0.271,0.34,0.367,0.188,0.3583,0.912,0.7417,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.271,0.259,0.368,0.348,0.3595,0.2387,0.7405,0.8613,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.258,0.261,0.347,0.351,0.2285,0.2558,0.8715,0.8442,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.266,0.261,0.36,0.351,0.31,0.2562,0.79,0.7438,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.267,0.267,0.361,0.361,0.3175,0.316,0.7825,0.784,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.271,0.265,0.367,0.358,0.3593,0.3023,0.7407,0.7977,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.264,0.253,0.357,0.34,0.294,0.1848,0.706,0.9152,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.258,0.271,0.347,0.367,0.2295,0.3565,0.7705,0.7435,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.256,0.269,0.343,0.365,0.207,0.341,0.893,0.659,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.274,0.261,0.373,0.352,0.3943,0.2632,0.6057,0.7368,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.268,0.256,0.363,0.344,0.3298,0.2117,0.6702,0.7883,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.257,0.278,0.345,0.378,0.2167,0.4257,0.7833,0.5743,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.253,0.267,0.339,0.361,0.183,0.3173,0.817,0.6827,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.267,0.27,0.361,0.365,0.318,0.3455,0.682,0.6545,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.271,0.262,0.368,0.353,0.36,0.2682,0.64,0.7318,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.273,0.259,0.371,0.348,0.3805,0.2397,0.6195,0.7603,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.271,0.27,0.368,0.367,0.3622,0.3535,0.6378,0.6465,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.26,0.262,0.35,0.353,0.2517,0.27,0.7483,0.83,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.266,0.258,0.359,0.346,0.3065,0.2263,0.6935,0.7737,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.258,0.271,0.347,0.367,0.2328,0.3572,0.7672,0.6428,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.266,0.27,0.36,0.366,0.312,0.352,0.688,0.648,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.258,0.264,0.347,0.356,0.229,0.2853,0.771,0.7147,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.258,0.271,0.346,0.368,0.2273,0.3605,0.7727,0.6395,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
,,,,,projected,projected,9,9,4,4,0,0,0.257,0.266,0.346,0.359,0.2235,0.3088,0.7765,0.6912,low,Projected lineup uses team-level pre-game offense history only; no confirmed player lineup feed was available. | Lineup / player layer is research only and uses team-level proxies when confirmed player lineups are unavailable. | No paid or authenticated lineup API is used.
