game_id,game_date,season,home_team,away_team,venue_name,venue_id,ballpark_id,ballpark_factor_available,ballpark_run_factor,ballpark_hr_factor,roof_type,indoor_or_dome,weather_available,temperature,wind_speed,wind_direction,precipitation_risk,humidity,weather_risk,run_environment_score,weather_ballpark_data_quality,weather_ballpark_warnings
718780,2023-03-30T17:05:00Z,2023,Washington Nationals,Atlanta Braves,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718778,2023-03-31T01:40:00Z,2023,San Diego Padres,Colorado Rockies,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718769,2023-03-31T02:07:00Z,2023,Oakland Athletics,Los Angeles Angels,Oakland Coliseum,10,10,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718767,2023-03-31T02:10:00Z,2023,Seattle Mariners,Cleveland Guardians,T-Mobile Park,680,680,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718770,2023-03-31T02:10:00Z,2023,Los Angeles Dodgers,Arizona Diamondbacks,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718771,2023-03-31T22:40:00Z,2023,Miami Marlins,New York Mets,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718764,2023-04-01T00:10:00Z,2023,Houston Astros,Chicago White Sox,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718766,2023-04-01T01:40:00Z,2023,San Diego Padres,Colorado Rockies,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718763,2023-04-01T02:10:00Z,2023,Seattle Mariners,Cleveland Guardians,T-Mobile Park,680,680,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718765,2023-04-01T02:10:00Z,2023,Los Angeles Dodgers,Arizona Diamondbacks,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718760,2023-04-01T18:10:00Z,2023,Houston Astros,Chicago White Sox,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718759,2023-04-01T18:15:00Z,2023,St. Louis Cardinals,Toronto Blue Jays,Busch Stadium,2889,2889,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718758,2023-04-01T18:20:00Z,2023,Chicago Cubs,Milwaukee Brewers,Wrigley Field,17,17,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718752,2023-04-01T20:05:00Z,2023,Texas Rangers,Philadelphia Phillies,Globe Life Field,5325,5325,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718753,2023-04-01T20:05:00Z,2023,Washington Nationals,Atlanta Braves,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718762,2023-04-01T20:05:00Z,2023,New York Yankees,San Francisco Giants,Yankee Stadium,3313,3313,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718757,2023-04-01T20:07:00Z,2023,Oakland Athletics,Los Angeles Angels,Oakland Coliseum,10,10,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718751,2023-04-01T20:10:00Z,2023,Kansas City Royals,Minnesota Twins,Kauffman Stadium,7,7,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718754,2023-04-01T20:10:00Z,2023,Tampa Bay Rays,Detroit Tigers,Tropicana Field,12,12,False,,,dome,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718755,2023-04-01T20:10:00Z,2023,Miami Marlins,New York Mets,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718756,2023-04-01T20:10:00Z,2023,Cincinnati Reds,Pittsburgh Pirates,Great American Ball Park,2602,2602,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718761,2023-04-01T20:10:00Z,2023,Boston Red Sox,Baltimore Orioles,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718750,2023-04-02T00:40:00Z,2023,San Diego Padres,Colorado Rockies,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718749,2023-04-02T01:10:00Z,2023,Los Angeles Dodgers,Arizona Diamondbacks,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718746,2023-04-02T01:40:00Z,2023,Seattle Mariners,Cleveland Guardians,T-Mobile Park,680,680,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718742,2023-04-02T17:10:00Z,2023,Tampa Bay Rays,Detroit Tigers,Tropicana Field,12,12,False,,,dome,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718743,2023-04-02T17:35:00Z,2023,Washington Nationals,Atlanta Braves,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718747,2023-04-02T17:35:00Z,2023,New York Yankees,San Francisco Giants,Yankee Stadium,3313,3313,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718748,2023-04-02T17:35:00Z,2023,Boston Red Sox,Baltimore Orioles,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718741,2023-04-02T17:40:00Z,2023,Miami Marlins,New York Mets,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718744,2023-04-02T17:40:00Z,2023,Cincinnati Reds,Pittsburgh Pirates,Great American Ball Park,2602,2602,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718740,2023-04-02T18:10:00Z,2023,Houston Astros,Chicago White Sox,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718745,2023-04-02T18:10:00Z,2023,Kansas City Royals,Minnesota Twins,Kauffman Stadium,7,7,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718737,2023-04-02T18:15:00Z,2023,St. Louis Cardinals,Toronto Blue Jays,Busch Stadium,2889,2889,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718738,2023-04-02T18:20:00Z,2023,Chicago Cubs,Milwaukee Brewers,Wrigley Field,17,17,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718734,2023-04-02T20:07:00Z,2023,Oakland Athletics,Los Angeles Angels,Oakland Coliseum,10,10,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718733,2023-04-02T20:10:00Z,2023,San Diego Padres,Colorado Rockies,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718735,2023-04-02T20:10:00Z,2023,Seattle Mariners,Cleveland Guardians,T-Mobile Park,680,680,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718736,2023-04-02T20:10:00Z,2023,Los Angeles Dodgers,Arizona Diamondbacks,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718739,2023-04-02T23:08:00Z,2023,Texas Rangers,Philadelphia Phillies,Globe Life Field,5325,5325,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718731,2023-04-03T18:10:00Z,2023,Milwaukee Brewers,New York Mets,American Family Field,32,32,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718730,2023-04-03T19:10:00Z,2023,Chicago White Sox,San Francisco Giants,Guaranteed Rate Field,4,4,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718728,2023-04-03T22:40:00Z,2023,Cincinnati Reds,Chicago Cubs,Great American Ball Park,2602,2602,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718729,2023-04-03T22:40:00Z,2023,Miami Marlins,Minnesota Twins,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718725,2023-04-03T23:05:00Z,2023,New York Yankees,Philadelphia Phillies,Yankee Stadium,3313,3313,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718732,2023-04-03T23:05:00Z,2023,Washington Nationals,Tampa Bay Rays,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718724,2023-04-03T23:10:00Z,2023,Boston Red Sox,Pittsburgh Pirates,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718719,2023-04-03T23:40:00Z,2023,Kansas City Royals,Toronto Blue Jays,Kauffman Stadium,7,7,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718727,2023-04-03T23:45:00Z,2023,St. Louis Cardinals,Atlanta Braves,Busch Stadium,2889,2889,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718726,2023-04-04T00:05:00Z,2023,Texas Rangers,Baltimore Orioles,Globe Life Field,5325,5325,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718723,2023-04-04T00:10:00Z,2023,Houston Astros,Detroit Tigers,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718720,2023-04-04T01:40:00Z,2023,Seattle Mariners,Los Angeles Angels,T-Mobile Park,680,680,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718721,2023-04-04T01:40:00Z,2023,Oakland Athletics,Cleveland Guardians,Oakland Coliseum,10,10,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718722,2023-04-04T01:40:00Z,2023,San Diego Padres,Arizona Diamondbacks,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718718,2023-04-04T02:10:00Z,2023,Los Angeles Dodgers,Colorado Rockies,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718717,2023-04-04T20:10:00Z,2023,San Diego Padres,Arizona Diamondbacks,Petco Park,2680,2680,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718714,2023-04-04T22:40:00Z,2023,Miami Marlins,Minnesota Twins,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718716,2023-04-04T22:40:00Z,2023,Cincinnati Reds,Chicago Cubs,Great American Ball Park,2602,2602,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718710,2023-04-04T23:05:00Z,2023,New York Yankees,Philadelphia Phillies,Yankee Stadium,3313,3313,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718715,2023-04-04T23:05:00Z,2023,Washington Nationals,Tampa Bay Rays,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718713,2023-04-04T23:10:00Z,2023,Boston Red Sox,Pittsburgh Pirates,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718708,2023-04-04T23:40:00Z,2023,Kansas City Royals,Toronto Blue Jays,Kauffman Stadium,7,7,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718712,2023-04-04T23:40:00Z,2023,Milwaukee Brewers,New York Mets,American Family Field,32,32,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718711,2023-04-04T23:45:00Z,2023,St. Louis Cardinals,Atlanta Braves,Busch Stadium,2889,2889,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718709,2023-04-05T00:05:00Z,2023,Texas Rangers,Baltimore Orioles,Globe Life Field,5325,5325,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718705,2023-04-05T00:10:00Z,2023,Houston Astros,Detroit Tigers,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718706,2023-04-05T01:40:00Z,2023,Seattle Mariners,Los Angeles Angels,T-Mobile Park,680,680,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718707,2023-04-05T01:40:00Z,2023,Oakland Athletics,Cleveland Guardians,Oakland Coliseum,10,10,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718703,2023-04-05T02:10:00Z,2023,Los Angeles Dodgers,Colorado Rockies,Dodger Stadium,22,22,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718700,2023-04-05T16:35:00Z,2023,Cincinnati Reds,Chicago Cubs,Great American Ball Park,2602,2602,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718699,2023-04-05T17:05:00Z,2023,New York Yankees,Philadelphia Phillies,Yankee Stadium,3313,3313,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718704,2023-04-05T17:05:00Z,2023,Washington Nationals,Tampa Bay Rays,Nationals Park,3309,3309,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718701,2023-04-05T17:10:00Z,2023,Miami Marlins,Minnesota Twins,loanDepot park,4169,4169,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718697,2023-04-05T17:15:00Z,2023,St. Louis Cardinals,Atlanta Braves,Busch Stadium,2889,2889,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718702,2023-04-05T17:35:00Z,2023,Boston Red Sox,Pittsburgh Pirates,Fenway Park,3,3,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718698,2023-04-05T17:40:00Z,2023,Milwaukee Brewers,New York Mets,American Family Field,32,32,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718694,2023-04-05T18:05:00Z,2023,Texas Rangers,Baltimore Orioles,Globe Life Field,5325,5325,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718695,2023-04-05T18:10:00Z,2023,Chicago White Sox,San Francisco Giants,Guaranteed Rate Field,4,4,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718696,2023-04-05T18:10:00Z,2023,Houston Astros,Detroit Tigers,Minute Maid Park,2392,2392,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718689,2023-04-05T19:37:00Z,2023,Oakland Athletics,Cleveland Guardians,Oakland Coliseum,10,10,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718691,2023-04-05T20:10:00Z,2023,Seattle Mariners,Los Angeles Angels,T-Mobile Park,680,680,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718692,2023-04-05T23:40:00Z,2023,Kansas City Royals,Toronto Blue Jays,Kauffman Stadium,7,7,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718690,2023-04-06T17:10:00Z,2023,Detroit Tigers,Boston Red Sox,Comerica Park,2394,2394,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718693,2023-04-06T17:10:00Z,2023,New York Mets,Miami Marlins,Citi Field,3289,3289,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718686,2023-04-06T18:10:00Z,2023,Kansas City Royals,Toronto Blue Jays,Kauffman Stadium,7,7,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718687,2023-04-06T18:10:00Z,2023,Chicago White Sox,San Francisco Giants,Guaranteed Rate Field,4,4,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718685,2023-04-06T19:05:00Z,2023,Philadelphia Phillies,Cincinnati Reds,Citizens Bank Park,2681,2681,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718688,2023-04-06T19:05:00Z,2023,Baltimore Orioles,New York Yankees,Oriole Park at Camden Yards,2,2,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718682,2023-04-06T20:10:00Z,2023,Colorado Rockies,Washington Nationals,Coors Field,19,19,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718684,2023-04-06T20:10:00Z,2023,Minnesota Twins,Houston Astros,Target Field,3312,3312,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718681,2023-04-06T23:20:00Z,2023,Atlanta Braves,San Diego Padres,Truist Park,4705,4705,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718683,2023-04-07T02:10:00Z,2023,Arizona Diamondbacks,Los Angeles Dodgers,Chase Field,15,15,False,,,retractable,True,False,,,,,,,,medium,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | Static roof context applied from a small documented venue map.
718693,2023-04-07T17:10:00Z,2023,New York Mets,Miami Marlins,Citi Field,3289,3289,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718675,2023-04-07T18:20:00Z,2023,Chicago Cubs,Texas Rangers,Wrigley Field,17,17,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718685,2023-04-07T19:05:00Z,2023,Philadelphia Phillies,Cincinnati Reds,Citizens Bank Park,2681,2681,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718688,2023-04-07T19:05:00Z,2023,Baltimore Orioles,New York Yankees,Oriole Park at Camden Yards,2,2,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
718677,2023-04-07T20:10:00Z,2023,Cleveland Guardians,Seattle Mariners,Progressive Field,5,5,False,,,,,False,,,,,,,,low,Historical weather unavailable from saved MLB schedule snapshots; weather fields are null. | No static ballpark factor mapping for this venue; ballpark factors remain null.
